x,exact,approx,abs_error,rel_error
1.27993600,0.278055094520,0.278049897002,5.197518521682e-06,1.869240529706e-05
1.28793560,0.275839638177,0.275852597848,1.295967116288e-05,4.698262819846e-05
1.29593520,0.273641833900,0.273670557717,2.872381700741e-05,1.049686613995e-04
1.30393480,0.271461541043,0.271488517586,2.697654327410e-05,9.937519388743e-05
1.31193440,0.269298620079,0.269306477455,7.857375497078e-06,2.917718440133e-05
1.31993400,0.267152932596,0.267185473411,3.254081510135e-05,1.218059438282e-04
1.32793360,0.265024341282,0.265064469368,4.012808549980e-05,1.514128298770e-04
1.33593320,0.262912709920,0.262943465324,3.075540364106e-05,1.169795239279e-04
1.34393280,0.260817903379,0.260822461280,4.557901139401e-06,1.747541514731e-05
1.35193240,0.258739787604,0.258762493324,2.270572050955e-05,8.775504038186e-05
1.35993200,0.256678229607,0.256717784390,3.955478288098e-05,1.541026013056e-04
1.36793160,0.254633097462,0.254657816434,2.471897168299e-05,9.707682123551e-05
1.37593120,0.252604260293,0.252613107500,8.847206776130e-06,3.502398085395e-05
1.38393080,0.250591588266,0.250614175631,2.258736524141e-05,9.013616697072e-05
1.39193040,0.248594952583,0.248630502785,3.555020210189e-05,1.430045209388e-04
1.39993000,0.246614225470,0.246631570916,1.734544615187e-05,7.033432933076e-05
1.40792960,0.244649280174,0.244647898070,1.382104279968e-06,5.649329027188e-06
1.41592920,0.242699990950,0.242725261311,2.527036109146e-05,1.041218048364e-04
1.42392880,0.240766233054,0.240802624552,3.639149738030e-05,1.511486761189e-04
1.43192840,0.238847882739,0.238864728771,1.684603148008e-05,7.053037810874e-05
1.43992800,0.236944817242,0.236957351034,1.253379187904e-05,5.289751438727e-05
1.44792760,0.235056914777,0.235080491341,2.357656323992e-05,1.003015089442e-04
1.45592720,0.233184054531,0.233218890669,3.483613798624e-05,1.493933110319e-04
1.46392680,0.231326116652,0.231342030976,1.591432403425e-05,6.879605409278e-05
1.47192640,0.229482982242,0.229495689326,1.270708384224e-05,5.537266300999e-05
1.47992600,0.227654533354,0.227679865721,2.533236684646e-05,1.112754772473e-04
1.48792560,0.225840652976,0.225864042115,2.338913890501e-05,1.035647860419e-04
1.49592520,0.224041225032,0.224063477531,2.225249926993e-05,9.932323511787e-05
1.50392480,0.222256134369,0.222262912947,6.778578531458e-06,3.049894910982e-05
1.51192440,0.220485266752,0.220508125429,2.285867736770e-05,1.036743983145e-04
1.51992400,0.218728508856,0.218753337911,2.482905488760e-05,1.135154032615e-04
